Division Number: 50
Division Date: 29/11/2017

Opposition Motion: Women affected by state pension age increases

Aye Count: 288
Noes Count: 0

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Stephen Morgan","Labour","Portsmouth South","No Vote Recorded",""
"Anne Marie Morris","Independent","Newton Abbot","No Vote Recorded",""
"David Morris","Conservative","Morecambe and Lunesdale","No Vote Recorded",""
"Grahame Morris","Labour","Easington","Aye",""
"James Morris","Conservative","Halesowen and Rowley Regis","No Vote Recorded",""
"Wendy Morton","Conservative","Aldridge-Brownhills","No Vote Recorded",""
"David Mundell","Conservative","Dumfriesshire, Clydesdale and Tweeddale","No Vote Recorded",""
"Ian Murray","Labour","Edinburgh South","Aye",""
"Sheryll Murray","Conservative","South East Cornwall","No Vote Recorded",""
"Andrew Murrison","Conservative","South West Wiltshire","No Vote Recorded",""
"Lisa Nandy","Labour","Wigan","Aye",""
"Robert Neill","Conservative","Bromley and Chislehurst","No Vote Recorded",""
"Gavin Newlands","Scottish National Party","Paisley and Renfrewshire North","Aye",""
"Sarah Newton","Conservative","Truro and Falmouth","No Vote Recorded",""
"Caroline Nokes","Conservative","Romsey and Southampton North","No Vote Recorded",""
"Jesse Norman","Conservative","Hereford and South Herefordshire","No Vote Recorded",""
"Alex Norris","Labour","Nottingham North","Aye",""
"Neil O'Brien","Conservative","Harborough","No Vote Recorded",""
"Matthew Offord","Conservative","Hendon","No Vote Recorded",""
"Brendan O'Hara","Scottish National Party","Argyll and Bute","Aye",""
"Jared O'Mara","Independent","Sheffield, Hallam","No Vote Recorded",""
"Fiona Onasanya","Labour","Peterborough","Aye",""
"Melanie Onn","Labour","Great Grimsby","Aye",""
"Chi Onwurah","Labour","Newcastle upon Tyne Central","Aye",""
"Guy Opperman","Conservative","Hexham","No Vote Recorded",""
"Kate Osamor","Labour","Edmonton","Aye",""
"Albert Owen","Labour","Ynys M?n","Aye",""
"Ian Paisley","Democratic Unionist Party","North Antrim","No Vote Recorded",""
"Neil Parish","Conservative","Tiverton and Honiton","No Vote Recorded",""
"Priti Patel","Conservative","Witham","No Vote Recorded",""
"Owen Paterson","Conservative","North Shropshire","No Vote Recorded",""
"Mark Pawsey","Conservative","Rugby","No Vote Recorded",""
"Stephanie Peacock","Labour","Barnsley East","Aye",""
"Teresa Pearce","Labour","Erith and Thamesmead","Aye",""
"Mike Penning","Conservative","Hemel Hempstead","No Vote Recorded",""
"Matthew Pennycook","Labour","Greenwich and Woolwich","Aye",""
"John Penrose","Conservative","Weston-super-Mare","No Vote Recorded",""
"Andrew Percy","Conservative","Brigg and Goole","No Vote Recorded",""
"Toby Perkins","Labour","Chesterfield","Aye",""
"Claire Perry","Conservative","Devizes","No Vote Recorded",""
"Jess Phillips","Labour","Birmingham, Yardley","Aye",""
"Bridget Phillipson","Labour","Houghton and Sunderland South","Aye",""
"Chris Philp","Conservative","Croydon South","No Vote Recorded",""
"Laura Pidcock","Labour","North West Durham","Aye",""
"Christopher Pincher","Conservative","Tamworth","No Vote Recorded",""
"Jo Platt","Labour","Leigh","Aye",""
"Luke Pollard","Labour","Plymouth, Sutton and Devonport","Aye",""
"Dan Poulter","Conservative","Central Suffolk and North Ipswich","No Vote Recorded",""
"Stephen Pound","Labour","Ealing North","Aye",""
"Rebecca Pow","Conservative","Taunton Deane","No Vote Recorded",""
"Lucy Powell","Labour","Manchester Central","Aye",""
"Victoria Prentis","Conservative","Banbury","No Vote Recorded",""
"Mark Prisk","Conservative","Hertford and Stortford","No Vote Recorded",""
"Mark Pritchard","Conservative","The Wrekin","No Vote Recorded",""
"Tom Pursglove","Conservative","Corby","No Vote Recorded",""
"Jeremy Quin","Conservative","Horsham","No Vote Recorded",""
"Will Quince","Conservative","Colchester","No Vote Recorded",""
"Yasmin Qureshi","Labour","Bolton South East","Aye",""
"Dominic Raab","Conservative","Esher and Walton","No Vote Recorded",""
"Faisal Rashid","Labour","Warrington South","Aye",""
"Angela Rayner","Labour","Ashton-under-Lyne","Aye",""
"John Redwood","Conservative","Wokingham","No Vote Recorded",""
"Steve Reed","Labour","Croydon North","Aye",""
"Christina Rees","Labour","Neath","Aye",""
"Jacob Rees-Mogg","Conservative","North East Somerset","No Vote Recorded",""
"Ellie Reeves","Labour","Lewisham West and Penge","Aye",""
"Rachel Reeves","Labour","Leeds West","Aye",""
"Emma Reynolds","Labour","Wolverhampton North East","No Vote Recorded",""
"Jonathan Reynolds","Labour","Stalybridge and Hyde","Aye",""
"Marie Rimmer","Labour","St Helens South and Whiston","Aye",""
"Laurence Robertson","Conservative","Tewkesbury","No Vote Recorded",""
"Gavin Robinson","Democratic Unionist Party","Belfast East","No Vote Recorded",""
"Mary Robinson","Conservative","Cheadle","No Vote Recorded",""
"Geoffrey Robinson","Labour","Coventry North West","Aye",""
"Matt Rodda","Labour","Reading East","Aye",""
"Andrew Rosindell","Conservative","Romford","No Vote Recorded",""
"Douglas Ross","Conservative","Moray","Aye",""
"Danielle Rowley","Labour","Midlothian","Aye",""
"Lee Rowley","Conservative","North East Derbyshire","No Vote Recorded",""
"Chris Ruane","Labour","Vale of Clwyd","Aye",""
"Amber Rudd","Conservative","Hastings and Rye","No Vote Recorded",""
"Lloyd Russell-Moyle","Labour","Brighton, Kemptown","Aye",""
"David Rutley","Conservative","Macclesfield","No Vote Recorded",""
"Joan Ryan","Labour","Enfield North","Aye",""
"Antoinette Sandbach","Conservative","Eddisbury","No Vote Recorded",""
"Liz Saville Roberts","Plaid Cymru","Dwyfor Meirionnydd","Aye",""
"Paul Scully","Conservative","Sutton and Cheam","No Vote Recorded",""
"Bob Seely","Conservative","Isle of Wight","No Vote Recorded",""
"Andrew Selous","Conservative","South West Bedfordshire","No Vote Recorded",""
"Naz Shah","Labour","Bradford West","Aye",""
"Jim Shannon","Democratic Unionist Party","Strangford","Aye",""
"Grant Shapps","Conservative","Welwyn Hatfield","No Vote Recorded",""
"Alok Sharma","Conservative","Reading West","No Vote Recorded",""
"Virendra Sharma","Labour","Ealing, Southall","Aye",""
"Barry Sheerman","Labour","Huddersfield","Aye",""
"Alec Shelbrooke","Conservative","Elmet and Rothwell","No Vote Recorded",""
"Tommy Sheppard","Scottish National Party","Edinburgh East","Aye",""
"Paula Sherriff","Labour","Dewsbury","Aye",""
"Gavin Shuker","Labour","Luton South","Aye",""
"Tulip Siddiq","Labour","Hampstead and Kilburn","No Vote Recorded",""
"David Simpson","Democratic Unionist Party","Upper Bann","No Vote Recorded",""
"Keith Simpson","Conservative","Broadland","No Vote Recorded",""
"Chris Skidmore","Conservative","Kingswood","No Vote Recorded",""
"Dennis Skinner","Labour","Bolsover","Aye",""
"Andy Slaughter","Labour","Hammersmith","Aye",""
"Ruth Smeeth","Labour","Stoke-on-Trent North","Aye",""
"Angela Smith","Labour","Penistone and Stocksbridge","Aye",""
"Cat Smith","Labour","Lancaster and Fleetwood","Aye",""
"Chloe Smith","Conservative","Norwich North","No Vote Recorded",""
"Eleanor Smith","Labour","Wolverhampton South West","Aye",""
"Henry Smith","Conservative","Crawley","No Vote Recorded",""
"Jeff Smith","Labour","Manchester, Withington","Aye",""
"Julian Smith","Conservative","Skipton and Ripon","No Vote Recorded",""
"Laura Smith","Labour","Crewe and Nantwich","Aye",""
"Nick Smith","Labour","Blaenau Gwent","Aye",""
"Owen Smith","Labour","Pontypridd","Aye",""
"Royston Smith","Conservative","Southampton, Itchen","No Vote Recorded",""
"Karin Smyth","Labour","Bristol South","Aye",""
"Gareth Snell","Labour","Stoke-on-Trent Central","Aye",""
"Nicholas Soames","Conservative","Mid Sussex","No Vote Recorded",""
"Alex Sobel","Labour","Leeds North West","No Vote Recorded",""
"Anna Soubry","Conservative","Broxtowe","No Vote Recorded",""
"John Spellar","Labour","Warley","Aye",""
"Caroline Spelman","Conservative","Meriden","No Vote Recorded",""
"Mark Spencer","Conservative","Sherwood","No Vote Recorded",""
"Keir Starmer","Labour","Holborn and St Pancras","Aye",""
"Chris Stephens","Scottish National Party","Glasgow South West","Aye",""
"Andrew Stephenson","Conservative","Pendle","No Vote Recorded",""
"Jo Stevens","Labour","Cardiff Central","Aye",""
"John Stevenson","Conservative","Carlisle","No Vote Recorded",""
"Bob Stewart","Conservative","Beckenham","No Vote Recorded",""
"Iain Stewart","Conservative","Milton Keynes South","No Vote Recorded",""
"Rory Stewart","Conservative","Penrith and The Border","No Vote Recorded",""
"Jamie Stone","Liberal Democrat","Caithness, Sutherland and Easter Ross","Aye",""
"Gary Streeter","Conservative","South West Devon","No Vote Recorded",""
"Wes Streeting","Labour","Ilford North","Aye",""
"Mel Stride","Conservative","Central Devon","No Vote Recorded",""
"Graham Stringer","Labour","Blackley and Broughton","Aye",""
"Graham Stuart","Conservative","Beverley and Holderness","No Vote Recorded",""
"Julian Sturdy","Conservative","York Outer","No Vote Recorded",""
"Rishi Sunak","Conservative","Richmond (Yorks)","No Vote Recorded",""
"Desmond Swayne","Conservative","New Forest West","No Vote Recorded",""
"Paul Sweeney","Labour","Glasgow North East","Aye",""
"Jo Swinson","Liberal Democrat","East Dunbartonshire","Aye",""
"Hugo Swire","Conservative","East Devon","No Vote Recorded",""
"Robert Syms","Conservative","Poole","No Vote Recorded",""
"Mark Tami","Labour","Alyn and Deeside","Aye",""
"Alison Thewliss","Scottish National Party","Glasgow Central","Aye",""
"Derek Thomas","Conservative","St Ives","No Vote Recorded",""
"Gareth Thomas","Labour","Harrow West","Aye",""
"Nick Thomas-Symonds","Labour","Torfaen","Aye",""
"Ross Thomson","Conservative","Aberdeen South","No Vote Recorded",""
"Emily Thornberry","Labour","Islington South and Finsbury","Aye",""
"Maggie Throup","Conservative","Erewash","No Vote Recorded",""
"Stephen Timms","Labour","East Ham","Aye",""
"Kelly Tolhurst","Conservative","Rochester and Strood","No Vote Recorded",""
"Justin Tomlinson","Conservative","North Swindon","No Vote Recorded",""
"Michael Tomlinson","Conservative","Mid Dorset and North Poole","No Vote Recorded",""
"Craig Tracey","Conservative","North Warwickshire","No Vote Recorded",""
"David Tredinnick","Conservative","Bosworth","No Vote Recorded",""
"Anne-Marie Trevelyan","Conservative","Berwick-upon-Tweed","No Vote Recorded",""
"Jon Trickett","Labour","Hemsworth","Aye",""
"Elizabeth Truss","Conservative","South West Norfolk","No Vote Recorded",""
"Tom Tugendhat","Conservative","Tonbridge and Malling","No Vote Recorded",""
"Anna Turley","Labour","Redcar","No Vote Recorded",""
"Karl Turner","Labour","Kingston upon Hull East","Aye",""
"Derek Twigg","Labour","Halton","No Vote Recorded",""
"Stephen Twigg","Labour","Liverpool, West Derby","Aye",""
"Liz Twist","Labour","Blaydon","Aye",""
"Chuka Umunna","Labour","Streatham","Aye",""
"Edward Vaizey","Conservative","Wantage","No Vote Recorded",""
"Shailesh Vara","Conservative","North West Cambridgeshire","No Vote Recorded",""
"Keith Vaz","Labour","Leicester East","No Vote Recorded",""
"Valerie Vaz","Labour","Walsall South","Aye",""
"Martin Vickers","Conservative","Cleethorpes","No Vote Recorded",""
"Theresa Villiers","Conservative","Chipping Barnet","No Vote Recorded",""
"Charles Walker","Conservative","Broxbourne","No Vote Recorded",""
"Robin Walker","Conservative","Worcester","No Vote Recorded",""
"Thelma Walker","Labour","Colne Valley","Aye",""
"Ben Wallace","Conservative","Wyre and Preston North","No Vote Recorded",""
"David Warburton","Conservative","Somerton and Frome","No Vote Recorded",""
"Matt Warman","Conservative","Boston and Skegness","No Vote Recorded",""
"Giles Watling","Conservative","Clacton","No Vote Recorded",""
"Tom Watson","Labour","West Bromwich East","No Vote Recorded",""
"Catherine West","Labour","Hornsey and Wood Green","Aye",""
"Matt Western","Labour","Warwick and Leamington","Aye",""
"Helen Whately","Conservative","Faversham and Mid Kent","No Vote Recorded",""
"Heather Wheeler","Conservative","South Derbyshire","No Vote Recorded",""
"Alan Whitehead","Labour","Southampton, Test","Aye",""
"Martin Whitfield","Labour","East Lothian","Aye",""
"Philippa Whitford","Scottish National Party","Central Ayrshire","Aye",""
"Craig Whittaker","Conservative","Calder Valley","No Vote Recorded",""
"John Whittingdale","Conservative","Maldon","No Vote Recorded",""
"Bill Wiggin","Conservative","North Herefordshire","No Vote Recorded",""
"Paul Williams","Labour","Stockton South","Aye",""
"Hywel Williams","Plaid Cymru","Arfon","Aye",""
"Chris Williamson","Labour","Derby North","Aye",""
"Gavin Williamson","Conservative","South Staffordshire","No Vote Recorded",""
"Phil Wilson","Labour","Sedgefield","Aye",""
"Sammy Wilson","Democratic Unionist Party","East Antrim","Aye",""
"Rosie Winterton","Deputy Speaker","Doncaster Central","No Vote Recorded",""
"Pete Wishart","Scottish National Party","Perth and North Perthshire","Aye",""
"Sarah Wollaston","Conservative","Totnes","No Vote Recorded",""
"Mike Wood","Conservative","Dudley South","No Vote Recorded",""
"John Woodcock","Labour","Barrow and Furness","Aye",""
"William Wragg","Conservative","Hazel Grove","No Vote Recorded",""
"Jeremy Wright","Conservative","Kenilworth and Southam","No Vote Recorded",""
"Mohammad Yasin","Labour","Bedford","Aye",""
"Nadhim Zahawi","Conservative","Stratford-on-Avon","No Vote Recorded",""
"Daniel Zeichner","Labour","Cambridge","Aye",""
