Division Number: 245
Division Date: 20/04/2016

Record Copies of Act

Aye Count: 117
Noes Count: 38

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Victoria Prentis","Conservative","Banbury","No Vote Recorded",""
"Mark Prisk","Conservative","Hertford and Stortford","No Vote Recorded",""
"Mark Pritchard","Conservative","The Wrekin","No Vote Recorded",""
"Tom Pursglove","Conservative","Corby","Aye",""
"Jeremy Quin","Conservative","Horsham","Aye",""
"Will Quince","Conservative","Colchester","Aye",""
"Yasmin Qureshi","Labour","Bolton South East","No Vote Recorded",""
"Dominic Raab","Conservative","Esher and Walton","No Vote Recorded",""
"Angela Rayner","Labour","Ashton-under-Lyne","No Vote Recorded",""
"John Redwood","Conservative","Wokingham","Aye",""
"Steve Reed","Labour","Croydon North","No Vote Recorded",""
"Christina Rees","Labour","Neath","No",""
"Jacob Rees-Mogg","Conservative","North East Somerset","Aye",""
"Rachel Reeves","Labour","Leeds West","No Vote Recorded",""
"Emma Reynolds","Labour","Wolverhampton North East","No Vote Recorded",""
"Jonathan Reynolds","Labour","Stalybridge and Hyde","No",""
"Marie Rimmer","Labour","St Helens South and Whiston","No Vote Recorded",""
"Laurence Robertson","Conservative","Tewkesbury","No Vote Recorded",""
"Gavin Robinson","Democratic Unionist Party","Belfast East","No Vote Recorded",""
"Mary Robinson","Conservative","Cheadle","No Vote Recorded",""
"Geoffrey Robinson","Labour","Coventry North West","No Vote Recorded",""
"Andrew Rosindell","Conservative","Romford","No Vote Recorded",""
"Amber Rudd","Conservative","Hastings and Rye","No Vote Recorded",""
"David Rutley","Conservative","Macclesfield","No Vote Recorded",""
"Joan Ryan","Labour","Enfield North","No Vote Recorded",""
"Antoinette Sandbach","Conservative","Eddisbury","Aye",""
"Liz Saville Roberts","Plaid Cymru","Dwyfor Meirionnydd","No Vote Recorded",""
"Paul Scully","Conservative","Sutton and Cheam","No Vote Recorded",""
"Andrew Selous","Conservative","South West Bedfordshire","No Vote Recorded",""
"Naz Shah","Labour","Bradford West","No Vote Recorded",""
"Jim Shannon","Democratic Unionist Party","Strangford","Aye",""
"Grant Shapps","Conservative","Welwyn Hatfield","No Vote Recorded",""
"Alok Sharma","Conservative","Reading West","No Vote Recorded",""
"Virendra Sharma","Labour","Ealing, Southall","No Vote Recorded",""
"Barry Sheerman","Labour","Huddersfield","No Vote Recorded",""
"Alec Shelbrooke","Conservative","Elmet and Rothwell","No Vote Recorded",""
"Tommy Sheppard","Scottish National Party","Edinburgh East","No Vote Recorded",""
"Paula Sherriff","Labour","Dewsbury","No Vote Recorded",""
"Gavin Shuker","Labour","Luton South","No Vote Recorded",""
"Tulip Siddiq","Labour","Hampstead and Kilburn","No Vote Recorded",""
"David Simpson","Democratic Unionist Party","Upper Bann","No Vote Recorded",""
"Keith Simpson","Conservative","Broadland","No Vote Recorded",""
"Chris Skidmore","Conservative","Kingswood","Aye",""
"Dennis Skinner","Labour","Bolsover","No",""
"Andy Slaughter","Labour","Hammersmith","No Vote Recorded",""
"Ruth Smeeth","Labour","Stoke-on-Trent North","Aye",""
"Angela Smith","Labour","Penistone and Stocksbridge","No Vote Recorded",""
"Cat Smith","Labour","Lancaster and Fleetwood","No",""
"Chloe Smith","Conservative","Norwich North","No Vote Recorded",""
"Henry Smith","Conservative","Crawley","No Vote Recorded",""
"Jeff Smith","Labour","Manchester, Withington","No",""
"Julian Smith","Conservative","Skipton and Ripon","No Vote Recorded",""
"Andrew Smith","Labour","Oxford East","Aye",""
"Nick Smith","Labour","Blaenau Gwent","No Vote Recorded",""
"Owen Smith","Labour","Pontypridd","No Vote Recorded",""
"Royston Smith","Conservative","Southampton, Itchen","No Vote Recorded",""
"Karin Smyth","Labour","Bristol South","No Vote Recorded",""
"Nicholas Soames","Conservative","Mid Sussex","Aye",""
"Anna Soubry","Conservative","Broxtowe","No Vote Recorded",""
"John Spellar","Labour","Warley","Aye",""
"Caroline Spelman","Conservative","Meriden","No Vote Recorded",""
"Mark Spencer","Conservative","Sherwood","No Vote Recorded",""
"Keir Starmer","Labour","Holborn and St Pancras","No Vote Recorded",""
"Chris Stephens","Scottish National Party","Glasgow South West","No Vote Recorded",""
"Andrew Stephenson","Conservative","Pendle","No Vote Recorded",""
"Jo Stevens","Labour","Cardiff Central","No Vote Recorded",""
"John Stevenson","Conservative","Carlisle","No Vote Recorded",""
"Bob Stewart","Conservative","Beckenham","No Vote Recorded",""
"Iain Stewart","Conservative","Milton Keynes South","Aye",""
"Rory Stewart","Conservative","Penrith and The Border","No Vote Recorded",""
"Gary Streeter","Conservative","South West Devon","No Vote Recorded",""
"Wes Streeting","Labour","Ilford North","No",""
"Mel Stride","Conservative","Central Devon","No Vote Recorded",""
"Graham Stringer","Labour","Blackley and Broughton","No Vote Recorded",""
"Graham Stuart","Conservative","Beverley and Holderness","No Vote Recorded",""
"Gisela Stuart","Labour","Birmingham, Edgbaston","No",""
"Julian Sturdy","Conservative","York Outer","No Vote Recorded",""
"Rishi Sunak","Conservative","Richmond (Yorks)","No Vote Recorded",""
"Desmond Swayne","Conservative","New Forest West","Aye",""
"Hugo Swire","Conservative","East Devon","No Vote Recorded",""
"Robert Syms","Conservative","Poole","No Vote Recorded",""
"Mark Tami","Labour","Alyn and Deeside","No",""
"Alison Thewliss","Scottish National Party","Glasgow Central","No Vote Recorded",""
"Derek Thomas","Conservative","St Ives","No Vote Recorded",""
"Gareth Thomas","Labour","Harrow West","No Vote Recorded",""
"Nick Thomas-Symonds","Labour","Torfaen","No Vote Recorded",""
"Emily Thornberry","Labour","Islington South and Finsbury","No Vote Recorded",""
"Maggie Throup","Conservative","Erewash","No Vote Recorded",""
"Stephen Timms","Labour","East Ham","Aye",""
"Kelly Tolhurst","Conservative","Rochester and Strood","No Vote Recorded",""
"Justin Tomlinson","Conservative","North Swindon","No Vote Recorded",""
"Michael Tomlinson","Conservative","Mid Dorset and North Poole","Aye",""
"Craig Tracey","Conservative","North Warwickshire","No Vote Recorded",""
"David Tredinnick","Conservative","Bosworth","No Vote Recorded",""
"Anne-Marie Trevelyan","Conservative","Berwick-upon-Tweed","No Vote Recorded",""
"Jon Trickett","Labour","Hemsworth","No Vote Recorded",""
"Elizabeth Truss","Conservative","South West Norfolk","No Vote Recorded",""
"Tom Tugendhat","Conservative","Tonbridge and Malling","No Vote Recorded",""
"Anna Turley","Labour","Redcar","No Vote Recorded",""
"Karl Turner","Labour","Kingston upon Hull East","No Vote Recorded",""
"Andrew Turner","Conservative","Isle of Wight","Aye",""
"Derek Twigg","Labour","Halton","No Vote Recorded",""
"Stephen Twigg","Labour","Liverpool, West Derby","No Vote Recorded",""
"Andrew Tyrie","Conservative","Life peer","No Vote Recorded",""
"Chuka Umunna","Labour","Streatham","No Vote Recorded",""
"Edward Vaizey","Conservative","Wantage","No Vote Recorded",""
"Shailesh Vara","Conservative","North West Cambridgeshire","Aye",""
"Keith Vaz","Labour","Leicester East","Aye",""
"Valerie Vaz","Labour","Walsall South","Aye",""
"Martin Vickers","Conservative","Cleethorpes","Aye",""
"Theresa Villiers","Conservative","Chipping Barnet","Aye",""
"Charles Walker","Conservative","Broxbourne","Aye",""
"Robin Walker","Conservative","Worcester","No Vote Recorded",""
"Ben Wallace","Conservative","Wyre and Preston North","No Vote Recorded",""
"David Warburton","Conservative","Somerton and Frome","Aye",""
"Matt Warman","Conservative","Boston and Skegness","No Vote Recorded",""
"Dame Angela Watkinson","Conservative","Hornchurch and Upminster","Aye",""
"Tom Watson","Labour","West Bromwich East","No",""
"Mike Weir","Scottish National Party","Angus","No",""
"Catherine West","Labour","Hornsey and Wood Green","No Vote Recorded",""
"Helen Whately","Conservative","Faversham and Mid Kent","No Vote Recorded",""
"Heather Wheeler","Conservative","South Derbyshire","No Vote Recorded",""
"Chris White","Conservative","Warwick and Leamington","Aye",""
"Alan Whitehead","Labour","Southampton, Test","No Vote Recorded",""
"Philippa Whitford","Scottish National Party","Central Ayrshire","No Vote Recorded",""
"Craig Whittaker","Conservative","Calder Valley","No Vote Recorded",""
"John Whittingdale","Conservative","Maldon","No Vote Recorded",""
"Bill Wiggin","Conservative","North Herefordshire","No Vote Recorded",""
"Hywel Williams","Plaid Cymru","Arfon","No Vote Recorded",""
"Mark Williams","Liberal Democrat","Ceredigion","Aye",""
"Gavin Williamson","Conservative","South Staffordshire","Aye",""
"Corri Wilson","Scottish National Party","Ayr, Carrick and Cumnock","No",""
"Rob Wilson","Conservative","Reading East","Aye",""
"Phil Wilson","Labour","Sedgefield","No Vote Recorded",""
"Sammy Wilson","Democratic Unionist Party","East Antrim","No Vote Recorded",""
"Rosie Winterton","Labour","Doncaster Central","No",""
"Pete Wishart","Scottish National Party","Perth and North Perthshire","No",""
"Sarah Wollaston","Conservative","Totnes","No Vote Recorded",""
"Mike Wood","Conservative","Dudley South","No Vote Recorded",""
"John Woodcock","Labour","Barrow and Furness","No Vote Recorded",""
"William Wragg","Conservative","Hazel Grove","Aye",""
"Jeremy Wright","Conservative","Kenilworth and Southam","No Vote Recorded",""
"Iain Wright","Labour","Hartlepool","Aye",""
"Nadhim Zahawi","Conservative","Stratford-on-Avon","No Vote Recorded",""
"Daniel Zeichner","Labour","Cambridge","Aye",""
