Division Number: 131
Division Date: 25/01/2017

Draft Bank of England and Financial Services (Consequential Amendments) Regulations 2017

Aye Count: 292
Noes Count: 191

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Rebecca Pow","Conservative","Taunton Deane","Aye",""
"Lucy Powell","Labour","Manchester Central","No",""
"Victoria Prentis","Conservative","Banbury","Aye",""
"Mark Prisk","Conservative","Hertford and Stortford","Aye",""
"Mark Pritchard","Conservative","The Wrekin","No Vote Recorded",""
"John Pugh","Liberal Democrat","Southport","No",""
"Tom Pursglove","Conservative","Corby","Aye",""
"Jeremy Quin","Conservative","Horsham","Aye",""
"Will Quince","Conservative","Colchester","Aye",""
"Yasmin Qureshi","Labour","Bolton South East","No",""
"Dominic Raab","Conservative","Esher and Walton","No Vote Recorded",""
"Angela Rayner","Labour","Ashton-under-Lyne","No",""
"John Redwood","Conservative","Wokingham","Aye",""
"Steve Reed","Labour","Croydon North","No Vote Recorded",""
"Christina Rees","Labour","Neath","No",""
"Jacob Rees-Mogg","Conservative","North East Somerset","Aye",""
"Rachel Reeves","Labour","Leeds West","No Vote Recorded",""
"Emma Reynolds","Labour","Wolverhampton North East","No",""
"Jonathan Reynolds","Labour","Stalybridge and Hyde","No Vote Recorded",""
"Marie Rimmer","Labour","St Helens South and Whiston","No Vote Recorded",""
"Margaret Ritchie","Social Democratic & Labour Party","South Down","No",""
"Angus Robertson","Scottish National Party","Moray","No",""
"Laurence Robertson","Conservative","Tewkesbury","Aye",""
"Gavin Robinson","Democratic Unionist Party","Belfast East","Aye",""
"Mary Robinson","Conservative","Cheadle","Aye",""
"Geoffrey Robinson","Labour","Coventry North West","No",""
"Andrew Rosindell","Conservative","Romford","Aye",""
"Steve Rotheram","Labour","Liverpool, Walton","No",""
"Amber Rudd","Conservative","Hastings and Rye","Aye",""
"David Rutley","Conservative","Macclesfield","No Vote Recorded",""
"Joan Ryan","Labour","Enfield North","No",""
"Antoinette Sandbach","Conservative","Eddisbury","Aye",""
"Liz Saville Roberts","Plaid Cymru","Dwyfor Meirionnydd","No",""
"Paul Scully","Conservative","Sutton and Cheam","No Vote Recorded",""
"Andrew Selous","Conservative","South West Bedfordshire","Aye",""
"Naz Shah","Labour","Bradford West","No",""
"Jim Shannon","Democratic Unionist Party","Strangford","Aye",""
"Grant Shapps","Conservative","Welwyn Hatfield","No Vote Recorded",""
"Alok Sharma","Conservative","Reading West","Aye",""
"Virendra Sharma","Labour","Ealing, Southall","No Vote Recorded",""
"Barry Sheerman","Labour","Huddersfield","No",""
"Alec Shelbrooke","Conservative","Elmet and Rothwell","Aye",""
"Tommy Sheppard","Scottish National Party","Edinburgh East","No",""
"Paula Sherriff","Labour","Dewsbury","No",""
"Gavin Shuker","Labour","Luton South","No Vote Recorded",""
"Tulip Siddiq","Labour","Hampstead and Kilburn","No Vote Recorded",""
"David Simpson","Democratic Unionist Party","Upper Bann","Aye",""
"Keith Simpson","Conservative","Broadland","Aye",""
"Chris Skidmore","Conservative","Kingswood","Aye",""
"Dennis Skinner","Labour","Bolsover","No",""
"Andy Slaughter","Labour","Hammersmith","No",""
"Ruth Smeeth","Labour","Stoke-on-Trent North","No Vote Recorded",""
"Angela Smith","Labour","Penistone and Stocksbridge","No Vote Recorded",""
"Cat Smith","Labour","Lancaster and Fleetwood","No",""
"Chloe Smith","Conservative","Norwich North","No Vote Recorded",""
"Henry Smith","Conservative","Crawley","Aye",""
"Jeff Smith","Labour","Manchester, Withington","No",""
"Julian Smith","Conservative","Skipton and Ripon","Aye",""
"Andrew Smith","Labour","Oxford East","No",""
"Nick Smith","Labour","Blaenau Gwent","No",""
"Owen Smith","Labour","Pontypridd","No",""
"Royston Smith","Conservative","Southampton, Itchen","Aye",""
"Karin Smyth","Labour","Bristol South","No",""
"Nicholas Soames","Conservative","Mid Sussex","No Vote Recorded",""
"Amanda Solloway","Conservative","Derby North","Aye",""
"Anna Soubry","Conservative","Broxtowe","Aye",""
"John Spellar","Labour","Warley","No",""
"Caroline Spelman","Conservative","Meriden","Aye",""
"Mark Spencer","Conservative","Sherwood","Aye",""
"Keir Starmer","Labour","Holborn and St Pancras","No",""
"Chris Stephens","Scottish National Party","Glasgow South West","No",""
"Andrew Stephenson","Conservative","Pendle","Aye",""
"Jo Stevens","Labour","Cardiff Central","No Vote Recorded",""
"John Stevenson","Conservative","Carlisle","No Vote Recorded",""
"Bob Stewart","Conservative","Beckenham","Aye",""
"Iain Stewart","Conservative","Milton Keynes South","Aye",""
"Rory Stewart","Conservative","Penrith and The Border","Aye",""
"Gary Streeter","Conservative","South West Devon","Aye",""
"Wes Streeting","Labour","Ilford North","No",""
"Mel Stride","Conservative","Central Devon","Aye",""
"Graham Stringer","Labour","Blackley and Broughton","No",""
"Graham Stuart","Conservative","Beverley and Holderness","Aye",""
"Gisela Stuart","Labour","Birmingham, Edgbaston","No",""
"Julian Sturdy","Conservative","York Outer","Aye",""
"Rishi Sunak","Conservative","Richmond (Yorks)","Aye",""
"Desmond Swayne","Conservative","New Forest West","Aye",""
"Hugo Swire","Conservative","East Devon","Aye",""
"Robert Syms","Conservative","Poole","Aye",""
"Mark Tami","Labour","Alyn and Deeside","No",""
"Alison Thewliss","Scottish National Party","Glasgow Central","No Vote Recorded",""
"Derek Thomas","Conservative","St Ives","Aye",""
"Gareth Thomas","Labour","Harrow West","No",""
"Nick Thomas-Symonds","Labour","Torfaen","No",""
"Emily Thornberry","Labour","Islington South and Finsbury","No",""
"Maggie Throup","Conservative","Erewash","Aye",""
"Stephen Timms","Labour","East Ham","No",""
"Kelly Tolhurst","Conservative","Rochester and Strood","No Vote Recorded",""
"Justin Tomlinson","Conservative","North Swindon","Aye",""
"Michael Tomlinson","Conservative","Mid Dorset and North Poole","Aye",""
"Craig Tracey","Conservative","North Warwickshire","Aye",""
"David Tredinnick","Conservative","Bosworth","Aye",""
"Anne-Marie Trevelyan","Conservative","Berwick-upon-Tweed","Aye",""
"Jon Trickett","Labour","Hemsworth","No Vote Recorded",""
"Elizabeth Truss","Conservative","South West Norfolk","Aye",""
"Tom Tugendhat","Conservative","Tonbridge and Malling","Aye",""
"Anna Turley","Labour","Redcar","No",""
"Karl Turner","Labour","Kingston upon Hull East","No Vote Recorded",""
"Andrew Turner","Conservative","Isle of Wight","Aye",""
"Derek Twigg","Labour","Halton","No",""
"Stephen Twigg","Labour","Liverpool, West Derby","No",""
"Andrew Tyrie","Conservative","Life peer","Aye",""
"Chuka Umunna","Labour","Streatham","No Vote Recorded",""
"Edward Vaizey","Conservative","Wantage","Aye",""
"Shailesh Vara","Conservative","North West Cambridgeshire","Aye",""
"Keith Vaz","Labour","Leicester East","No",""
"Valerie Vaz","Labour","Walsall South","No",""
"Martin Vickers","Conservative","Cleethorpes","Aye",""
"Theresa Villiers","Conservative","Chipping Barnet","Aye",""
"Charles Walker","Conservative","Broxbourne","No Vote Recorded",""
"Robin Walker","Conservative","Worcester","Aye",""
"Ben Wallace","Conservative","Wyre and Preston North","No Vote Recorded",""
"David Warburton","Conservative","Somerton and Frome","Aye",""
"Matt Warman","Conservative","Boston and Skegness","Aye",""
"Tom Watson","Labour","West Bromwich East","No Vote Recorded",""
"Mike Weir","Scottish National Party","Angus","No",""
"Catherine West","Labour","Hornsey and Wood Green","No",""
"James Wharton","Conservative","Stockton South","Aye",""
"Helen Whately","Conservative","Faversham and Mid Kent","Aye",""
"Heather Wheeler","Conservative","South Derbyshire","Aye",""
"Chris White","Conservative","Warwick and Leamington","Aye",""
"Alan Whitehead","Labour","Southampton, Test","No",""
"Philippa Whitford","Scottish National Party","Central Ayrshire","No",""
"Craig Whittaker","Conservative","Calder Valley","Aye",""
"John Whittingdale","Conservative","Maldon","Aye",""
"Bill Wiggin","Conservative","North Herefordshire","No Vote Recorded",""
"Craig Williams","Conservative","Cardiff North","Aye",""
"Hywel Williams","Plaid Cymru","Arfon","No Vote Recorded",""
"Mark Williams","Liberal Democrat","Ceredigion","No",""
"Gavin Williamson","Conservative","South Staffordshire","Aye",""
"Rob Wilson","Conservative","Reading East","Aye",""
"Phil Wilson","Labour","Sedgefield","No Vote Recorded",""
"Sammy Wilson","Democratic Unionist Party","East Antrim","Aye",""
"David Winnick","Labour","Walsall North","No",""
"Rosie Winterton","Labour","Doncaster Central","No Vote Recorded",""
"Pete Wishart","Scottish National Party","Perth and North Perthshire","No",""
"Sarah Wollaston","Conservative","Totnes","Aye",""
"Mike Wood","Conservative","Dudley South","No Vote Recorded",""
"John Woodcock","Labour","Barrow and Furness","No",""
"William Wragg","Conservative","Hazel Grove","Aye",""
"Jeremy Wright","Conservative","Kenilworth and Southam","Aye",""
"Iain Wright","Labour","Hartlepool","No",""
"Nadhim Zahawi","Conservative","Stratford-on-Avon","No Vote Recorded",""
"Daniel Zeichner","Labour","Cambridge","No",""
